,0,1,2
"(3, 'linear', 161, 81)",89.69,31.0,0.0
"(3, 'linear', 161, 91)",67.01,52.5,46.88
"(3, 'linear', 171, 1)",62.89,54.0,46.88
"(3, 'linear', 171, 11)",65.98,52.0,46.88
"(3, 'linear', 171, 21)",63.92,51.5,46.88
"(3, 'linear', 171, 31)",64.95,50.0,46.88
"(3, 'linear', 171, 41)",64.95,51.0,46.88
"(3, 'linear', 171, 61)",65.98,52.5,46.88
"(3, 'linear', 171, 81)",62.89,53.5,46.88
"(3, 'linear', 171, 91)",91.75,30.0,0.0
"(3, 'linear', 181, 1)",64.95,53.5,46.88
"(3, 'linear', 181, 11)",67.01,50.5,46.88
"(3, 'linear', 181, 21)",67.01,51.0,46.88
"(3, 'linear', 181, 31)",62.89,53.5,46.88
"(3, 'linear', 181, 41)",64.95,52.5,46.88
"(3, 'linear', 181, 51)",63.92,52.5,46.88
"(3, 'linear', 181, 61)",65.98,51.5,46.88
"(3, 'linear', 181, 71)",90.72,29.0,0.0
"(3, 'linear', 181, 81)",63.92,54.5,46.88
"(3, 'linear', 191, 1)",61.86,53.5,46.88
"(3, 'linear', 191, 11)",64.95,51.5,46.88
"(3, 'linear', 191, 21)",63.92,52.5,46.88
"(3, 'linear', 191, 31)",60.82,57.5,46.88
"(3, 'linear', 191, 41)",63.92,52.5,46.88
"(3, 'linear', 191, 51)",63.92,52.0,46.88
"(3, 'linear', 191, 91)",91.75,28.0,0.0
"(3, 'linear', 201, 1)",65.98,53.5,46.88
"(3, 'linear', 201, 11)",65.98,52.0,46.88
"(3, 'linear', 201, 21)",64.95,50.5,46.88
"(3, 'linear', 201, 31)",65.98,52.0,46.88
"(3, 'linear', 201, 41)",63.92,52.5,46.88
"(3, 'linear', 201, 51)",65.98,52.0,46.88
"(3, 'linear', 201, 81)",91.75,27.0,0.0
"(3, 'linear', 201, 91)",91.75,28.5,0.0
"(3, 'linear', 211, 1)",63.92,52.0,46.88
"(3, 'linear', 211, 11)",67.01,52.0,46.88
"(3, 'linear', 211, 21)",65.98,51.0,46.88
"(3, 'linear', 211, 31)",62.89,51.0,46.88
"(3, 'linear', 211, 51)",67.01,52.0,46.88
"(3, 'linear', 211, 61)",89.69,31.5,0.0
"(3, 'linear', 211, 71)",91.75,29.0,0.0
"(3, 'linear', 211, 81)",91.75,27.5,0.0
"(3, 'linear', 211, 91)",90.72,29.0,0.0
"(3, 'linear', 221, 1)",64.95,54.0,46.88
"(3, 'linear', 221, 11)",62.89,51.5,46.88
"(3, 'linear', 221, 21)",63.92,52.0,46.88
"(3, 'linear', 221, 31)",65.98,51.0,46.88
"(3, 'linear', 221, 51)",90.72,26.5,0.0
"(3, 'linear', 221, 71)",91.75,28.0,0.0
"(3, 'linear', 221, 81)",91.75,29.0,0.0
"(3, 'linear', 221, 91)",64.95,53.5,46.88
"(3, 'linear', 231, 1)",61.86,55.0,46.88
"(3, 'linear', 231, 11)",63.92,52.0,46.88
"(3, 'linear', 231, 21)",63.92,54.5,46.88
"(3, 'linear', 231, 31)",63.92,52.5,46.88
"(3, 'linear', 231, 41)",63.92,52.5,46.88
"(3, 'linear', 231, 61)",91.75,27.0,0.0
"(3, 'linear', 231, 71)",67.01,21.0,6.25
"(3, 'linear', 231, 81)",90.72,29.5,0.0
"(3, 'linear', 241, 1)",65.98,51.5,46.88
"(3, 'linear', 241, 11)",63.92,51.5,46.88
"(3, 'linear', 241, 21)",67.01,53.0,46.88
"(3, 'linear', 241, 31)",64.95,52.0,46.88
"(3, 'linear', 241, 41)",60.82,54.5,46.88
"(3, 'linear', 241, 51)",64.95,51.5,46.88
"(3, 'linear', 241, 61)",91.75,26.5,0.0
"(3, 'linear', 241, 71)",89.69,31.5,0.0
"(3, 'linear', 241, 81)",91.75,28.5,0.0
"(3, 'linear', 241, 91)",90.72,29.5,0.0
"(3, 'linear', 251, 1)",64.95,54.0,46.88
"(3, 'linear', 251, 11)",64.95,54.0,46.88
"(3, 'linear', 251, 21)",65.98,51.0,46.88
"(3, 'linear', 251, 31)",67.01,51.5,46.88
"(3, 'linear', 251, 51)",63.92,51.5,46.88
"(3, 'linear', 251, 71)",91.75,28.0,0.0
"(3, 'linear', 251, 81)",62.89,53.0,46.88
"(3, 'linear', 251, 91)",90.72,29.0,0.0
"(3, 'linear', 261, 1)",69.07,53.0,46.88
"(3, 'linear', 261, 11)",65.98,52.0,46.88
"(3, 'linear', 261, 21)",63.92,52.0,46.88
"(3, 'linear', 261, 41)",64.95,53.5,46.88
"(3, 'linear', 261, 61)",91.75,28.0,0.0
"(3, 'linear', 261, 71)",90.72,27.5,0.0
"(3, 'linear', 261, 81)",91.75,28.0,0.0
"(3, 'linear', 261, 91)",91.75,28.5,0.0
"(3, 'linear', 271, 1)",61.86,52.0,46.88
"(3, 'linear', 271, 11)",65.98,51.5,46.88
"(3, 'linear', 271, 21)",67.01,51.0,46.88
"(3, 'linear', 271, 31)",63.92,52.0,46.88
"(3, 'linear', 271, 51)",63.92,51.5,46.88
"(3, 'linear', 271, 61)",90.72,29.5,0.0
"(3, 'linear', 271, 71)",69.07,50.5,46.88
"(3, 'linear', 271, 81)",90.72,29.5,0.0
"(3, 'linear', 271, 91)",91.75,28.0,0.0
"(3, 'linear', 281, 1)",64.95,54.0,46.88
"(3, 'linear', 281, 11)",65.98,52.0,46.88
"(3, 'linear', 281, 21)",65.98,51.5,46.88
"(3, 'linear', 281, 31)",63.92,53.5,46.88
"(3, 'linear', 281, 41)",62.89,53.5,46.88
"(3, 'linear', 281, 51)",63.92,53.5,46.88
"(3, 'linear', 281, 61)",65.98,51.5,46.88
"(3, 'linear', 281, 71)",67.01,51.0,46.88
"(3, 'linear', 281, 81)",88.66,31.5,0.0
"(3, 'linear', 281, 91)",90.72,28.5,0.0
"(3, 'linear', 291, 1)",64.95,55.0,46.88
"(3, 'linear', 291, 11)",67.01,51.0,46.88
"(3, 'linear', 291, 21)",63.92,53.0,46.88
"(3, 'linear', 291, 41)",64.95,53.0,46.88
"(3, 'linear', 291, 51)",62.89,51.5,46.88
"(3, 'linear', 291, 61)",90.72,29.5,0.0
"(3, 'linear', 291, 71)",90.72,30.5,0.0
"(3, 'linear', 291, 81)",50.52,61.5,46.88
"(3, 'linear', 291, 91)",63.92,53.5,46.88
"(4, 'relu', 1, 1)",100.0,-1.0,-1.0
"(4, 'relu', 1, 21)",68.04,50.5,46.88
"(4, 'relu', 1, 31)",100.0,-1.0,-1.0
"(4, 'relu', 1, 41)",76.29,46.0,25.0
"(4, 'relu', 1, 51)",100.0,-1.0,-1.0
"(4, 'relu', 1, 61)",91.75,3.5,-1.0
"(4, 'relu', 1, 71)",91.75,3.5,-1.0
"(4, 'relu', 1, 81)",67.01,52.0,46.88
"(4, 'relu', 1, 91)",68.04,50.5,46.88
"(4, 'relu', 11, 1)",100.0,-1.0,-1.0
"(4, 'relu', 11, 11)",63.92,50.0,53.12
"(4, 'relu', 11, 31)",59.79,63.5,0.0
"(4, 'relu', 11, 41)",65.98,50.0,59.38
"(4, 'relu', 11, 71)",54.64,49.0,71.88
"(4, 'relu', 21, 11)",62.89,49.0,50.0
"(4, 'relu', 21, 31)",64.95,49.5,46.88
"(4, 'relu', 21, 41)",64.95,52.5,46.88
"(4, 'relu', 21, 51)",51.55,45.5,78.12
"(4, 'relu', 21, 61)",53.61,47.0,75.0
"(4, 'relu', 21, 81)",61.86,37.5,12.5
"(4, 'relu', 21, 91)",61.86,59.5,0.0
"(4, 'relu', 31, 1)",60.82,59.5,0.0
"(4, 'relu', 31, 11)",55.67,63.0,0.0
"(4, 'relu', 31, 21)",63.92,53.0,56.25
"(4, 'relu', 31, 31)",58.76,64.0,0.0
"(4, 'relu', 31, 51)",65.98,50.5,46.88
"(4, 'relu', 31, 61)",58.76,44.5,71.88
"(4, 'relu', 31, 71)",72.16,55.5,0.0
"(4, 'relu', 31, 91)",62.89,49.0,50.0
"(4, 'relu', 41, 11)",62.89,49.5,59.38
"(4, 'relu', 41, 21)",65.98,51.0,46.88
"(4, 'relu', 41, 31)",69.07,53.5,0.0
"(4, 'relu', 41, 41)",64.95,49.0,46.88
"(4, 'relu', 41, 51)",64.95,49.0,46.88
"(4, 'relu', 41, 61)",70.1,48.5,46.88
"(4, 'relu', 41, 71)",64.95,51.0,46.88
"(4, 'relu', 41, 81)",67.01,49.5,46.88
"(4, 'relu', 41, 91)",64.95,51.5,46.88
"(4, 'relu', 51, 11)",64.95,49.0,56.25
"(4, 'relu', 51, 21)",62.89,51.0,56.25
"(4, 'relu', 51, 31)",63.92,47.5,0.0
"(4, 'relu', 51, 41)",63.92,50.0,46.88
"(4, 'relu', 51, 61)",64.95,47.5,53.12
"(4, 'relu', 51, 71)",63.92,49.5,46.88
"(4, 'relu', 51, 91)",67.01,50.5,46.88
"(4, 'relu', 61, 1)",61.86,53.0,59.38
"(4, 'relu', 61, 21)",64.95,51.0,46.88
"(4, 'relu', 61, 31)",64.95,51.0,46.88
"(4, 'relu', 61, 41)",64.95,47.5,50.0
"(4, 'relu', 61, 61)",65.98,50.0,46.88
"(4, 'relu', 61, 71)",78.35,40.0,46.88
"(4, 'relu', 61, 81)",59.79,63.5,0.0
"(4, 'relu', 61, 91)",64.95,51.0,46.88
"(4, 'relu', 71, 1)",100.0,-1.0,-1.0
"(4, 'relu', 71, 11)",63.92,49.5,46.88
"(4, 'relu', 71, 21)",63.92,49.0,46.88
"(4, 'relu', 71, 31)",62.89,50.0,46.88
"(4, 'relu', 71, 41)",63.92,50.0,46.88
"(4, 'relu', 71, 51)",64.95,51.0,46.88
"(4, 'relu', 71, 61)",67.01,50.0,46.88
"(4, 'relu', 71, 71)",69.07,48.0,46.88
"(4, 'relu', 71, 81)",73.2,32.5,0.0
"(4, 'relu', 71, 91)",63.92,51.0,46.88
"(4, 'relu', 81, 11)",65.98,49.5,46.88
"(4, 'relu', 81, 21)",68.04,49.0,46.88
"(4, 'relu', 81, 31)",65.98,51.5,46.88
"(4, 'relu', 81, 41)",64.95,49.5,46.88
"(4, 'relu', 81, 51)",64.95,51.5,46.88
"(4, 'relu', 81, 61)",65.98,49.5,46.88
"(4, 'relu', 81, 71)",67.01,50.5,46.88
"(4, 'relu', 81, 81)",63.92,49.5,46.88
"(4, 'relu', 81, 91)",67.01,50.5,46.88
"(4, 'relu', 91, 1)",98.97,0.5,0.0
"(4, 'relu', 91, 11)",62.89,52.0,50.0
"(4, 'relu', 91, 21)",64.95,50.0,46.88
"(4, 'relu', 91, 31)",67.01,50.0,46.88
"(4, 'relu', 91, 41)",69.07,30.0,0.0
"(4, 'relu', 91, 51)",69.07,48.0,46.88
"(4, 'relu', 91, 61)",63.92,49.5,46.88
"(4, 'relu', 91, 71)",63.92,51.0,46.88
"(4, 'relu', 91, 81)",63.92,49.5,46.88
"(4, 'relu', 91, 91)",79.38,42.0,31.25
"(4, 'relu', 101, 1)",87.63,23.0,28.12
"(4, 'relu', 101, 11)",64.95,61.5,0.0
"(4, 'relu', 101, 21)",100.0,-1.0,-1.0
"(4, 'relu', 101, 31)",63.92,50.0,46.88
"(4, 'relu', 101, 41)",64.95,52.0,46.88
"(4, 'relu', 101, 51)",65.98,50.5,46.88
"(4, 'relu', 101, 61)",64.95,51.0,46.88
"(4, 'relu', 101, 71)",63.92,50.5,46.88
"(4, 'relu', 101, 81)",65.98,50.0,46.88
"(4, 'relu', 101, 91)",65.98,50.5,46.88
"(4, 'relu', 111, 1)",100.0,-1.0,-1.0
"(4, 'relu', 111, 21)",64.95,51.5,46.88
"(4, 'relu', 111, 31)",64.95,50.5,46.88
"(4, 'relu', 111, 41)",68.04,35.5,0.0
"(4, 'relu', 111, 51)",65.98,48.0,46.88
"(4, 'relu', 111, 61)",65.98,50.5,46.88
"(4, 'relu', 111, 71)",70.1,47.5,46.88
"(4, 'relu', 111, 81)",67.01,51.5,46.88
"(4, 'relu', 111, 91)",67.01,50.5,46.88
"(4, 'relu', 121, 1)",100.0,-1.0,-1.0
"(4, 'relu', 121, 11)",62.89,54.5,46.88
"(4, 'relu', 121, 21)",73.2,42.0,46.88
"(4, 'relu', 121, 31)",63.92,50.5,46.88
"(4, 'relu', 121, 41)",65.98,49.5,46.88
"(4, 'relu', 121, 51)",65.98,37.0,0.0
"(4, 'relu', 121, 61)",64.95,49.0,46.88
"(4, 'relu', 121, 71)",63.92,52.5,46.88
"(4, 'relu', 121, 81)",100.0,-1.0,-1.0
"(4, 'relu', 121, 91)",63.92,50.5,46.88
"(4, 'relu', 131, 11)",72.16,37.5,0.0
"(4, 'relu', 131, 21)",70.1,42.5,46.88
"(4, 'relu', 131, 31)",63.92,50.0,46.88
"(4, 'relu', 131, 41)",65.98,51.0,46.88
"(4, 'relu', 131, 51)",63.92,51.0,46.88
"(4, 'relu', 131, 61)",63.92,49.5,46.88
"(4, 'relu', 131, 71)",65.98,51.0,46.88
"(4, 'relu', 131, 81)",67.01,50.5,46.88
"(4, 'relu', 131, 91)",62.89,38.0,0.0
"(4, 'relu', 141, 1)",100.0,-1.0,-1.0
"(4, 'relu', 141, 11)",64.95,49.5,46.88
"(4, 'relu', 141, 21)",64.95,50.0,46.88
"(4, 'relu', 141, 41)",67.01,49.5,46.88
"(4, 'relu', 141, 51)",63.92,50.0,46.88
"(4, 'relu', 141, 61)",64.95,49.5,46.88
"(4, 'relu', 141, 71)",63.92,49.5,46.88
"(4, 'relu', 141, 81)",65.98,50.5,46.88
"(4, 'relu', 151, 1)",100.0,-1.0,-1.0
"(4, 'relu', 151, 11)",63.92,50.0,46.88
"(4, 'relu', 151, 21)",64.95,49.5,46.88
"(4, 'relu', 151, 31)",63.92,50.0,46.88
"(4, 'relu', 151, 41)",64.95,51.5,46.88
"(4, 'relu', 151, 51)",63.92,50.0,46.88
"(4, 'relu', 151, 71)",65.98,50.5,46.88
"(4, 'relu', 151, 81)",76.29,41.5,46.88
"(4, 'relu', 151, 91)",65.98,50.0,46.88
"(4, 'relu', 161, 1)",54.64,69.0,0.0
"(4, 'relu', 161, 11)",64.95,50.0,46.88
"(4, 'relu', 161, 21)",67.01,51.0,46.88
"(4, 'relu', 161, 41)",64.95,50.5,46.88
"(4, 'relu', 161, 51)",64.95,51.0,46.88
"(4, 'relu', 161, 61)",65.98,51.0,46.88
"(4, 'relu', 161, 71)",64.95,49.5,46.88
"(4, 'relu', 161, 81)",76.29,43.5,46.88
"(4, 'relu', 161, 91)",68.04,50.0,46.88
"(4, 'relu', 171, 1)",82.47,23.5,0.0
"(4, 'relu', 171, 11)",78.35,24.0,0.0
"(4, 'relu', 171, 21)",64.95,49.0,46.88
"(4, 'relu', 171, 31)",67.01,54.5,0.0
"(4, 'relu', 171, 41)",68.04,48.5,46.88
"(4, 'relu', 171, 51)",64.95,50.5,46.88
"(4, 'relu', 171, 61)",65.98,49.0,46.88
"(4, 'relu', 171, 71)",67.01,50.0,46.88
"(4, 'relu', 171, 81)",68.04,49.0,46.88
"(4, 'relu', 171, 91)",69.07,47.0,46.88
"(4, 'relu', 181, 1)",64.95,53.0,46.88
"(4, 'relu', 181, 11)",64.95,51.5,46.88
"(4, 'relu', 181, 21)",65.98,49.0,46.88
"(4, 'relu', 181, 31)",65.98,51.5,46.88
"(4, 'relu', 181, 41)",64.95,50.0,46.88
"(4, 'relu', 181, 51)",67.01,50.0,46.88
"(4, 'relu', 181, 61)",64.95,50.0,46.88
"(4, 'relu', 181, 71)",72.16,43.5,46.88
"(4, 'relu', 181, 81)",63.92,51.5,46.88
"(4, 'relu', 181, 91)",64.95,49.5,46.88
"(4, 'relu', 191, 1)",78.35,41.5,46.88
"(4, 'relu', 191, 11)",63.92,51.5,46.88
"(4, 'relu', 191, 21)",64.95,49.0,46.88
"(4, 'relu', 191, 31)",64.95,50.5,46.88
"(4, 'relu', 191, 41)",78.35,41.0,46.88
"(4, 'relu', 191, 51)",64.95,50.5,46.88
"(4, 'relu', 191, 61)",76.29,42.5,46.88
"(4, 'relu', 191, 71)",67.01,49.5,46.88
"(4, 'relu', 191, 81)",64.95,49.5,46.88
"(4, 'relu', 191, 91)",64.95,50.5,46.88
"(4, 'relu', 201, 11)",65.98,49.0,46.88
"(4, 'relu', 201, 31)",63.92,49.5,46.88
"(4, 'relu', 201, 41)",63.92,52.0,46.88
"(4, 'relu', 201, 51)",67.01,50.0,46.88
"(4, 'relu', 201, 61)",69.07,48.5,46.88
"(4, 'relu', 201, 71)",67.01,50.0,46.88
"(4, 'relu', 201, 81)",64.95,50.5,46.88
"(4, 'relu', 201, 91)",67.01,48.5,46.88
"(4, 'relu', 211, 1)",61.86,56.5,46.88
"(4, 'relu', 211, 11)",64.95,50.0,46.88
"(4, 'relu', 211, 21)",64.95,50.5,46.88
"(4, 'relu', 211, 31)",64.95,51.0,46.88
"(4, 'relu', 211, 51)",67.01,50.5,46.88
"(4, 'relu', 211, 61)",63.92,49.5,46.88
"(4, 'relu', 211, 71)",63.92,53.5,46.88
"(4, 'relu', 211, 81)",63.92,50.5,46.88
"(4, 'relu', 211, 91)",67.01,50.5,46.88
"(4, 'relu', 221, 1)",100.0,-1.0,-1.0
"(4, 'relu', 221, 11)",63.92,51.0,46.88
"(4, 'relu', 221, 21)",63.92,49.5,46.88
"(4, 'relu', 221, 31)",63.92,49.5,46.88
"(4, 'relu', 221, 51)",73.2,30.5,0.0
"(4, 'relu', 221, 61)",65.98,49.5,46.88
"(4, 'relu', 221, 71)",69.07,47.5,46.88
"(4, 'relu', 221, 81)",67.01,49.0,46.88
"(4, 'relu', 221, 91)",69.07,48.0,46.88
"(4, 'relu', 231, 11)",63.92,51.0,46.88
"(4, 'relu', 231, 21)",64.95,49.5,46.88
"(4, 'relu', 231, 31)",64.95,49.5,46.88
"(4, 'relu', 231, 41)",70.1,47.5,46.88
"(4, 'relu', 231, 51)",64.95,50.5,46.88
"(4, 'relu', 231, 61)",68.04,31.5,0.0
"(4, 'relu', 231, 71)",63.92,50.5,46.88
"(4, 'relu', 231, 81)",63.92,51.0,46.88
"(4, 'relu', 231, 91)",75.26,30.5,0.0
"(4, 'relu', 241, 1)",100.0,-1.0,-1.0
"(4, 'relu', 241, 11)",65.98,49.5,46.88
"(4, 'relu', 241, 21)",76.29,31.5,0.0
"(4, 'relu', 241, 31)",63.92,49.5,46.88
"(4, 'relu', 241, 41)",63.92,51.5,46.88
"(4, 'relu', 241, 51)",69.07,49.0,46.88
"(4, 'relu', 241, 61)",63.92,50.0,46.88
"(4, 'relu', 241, 71)",63.92,50.5,46.88
"(4, 'relu', 241, 81)",64.95,51.5,46.88
"(4, 'relu', 241, 91)",77.32,42.0,46.88
"(4, 'relu', 251, 1)",67.01,50.0,46.88
"(4, 'relu', 251, 11)",75.26,42.5,46.88
"(4, 'relu', 251, 31)",65.98,51.5,46.88
"(4, 'relu', 251, 41)",63.92,51.0,46.88
"(4, 'relu', 251, 51)",69.07,46.0,46.88
"(4, 'relu', 251, 61)",86.6,27.0,37.5
"(4, 'relu', 251, 71)",64.95,49.5,46.88
"(4, 'relu', 251, 91)",65.98,49.5,46.88
"(4, 'relu', 261, 1)",68.04,48.0,46.88
"(4, 'relu', 261, 11)",61.86,51.0,50.0
"(4, 'relu', 261, 21)",64.95,49.0,46.88
"(4, 'relu', 261, 31)",68.04,50.0,46.88
"(4, 'relu', 261, 41)",64.95,50.5,46.88
"(4, 'relu', 261, 51)",67.01,50.0,46.88
"(4, 'relu', 261, 61)",69.07,48.5,46.88
"(4, 'relu', 261, 71)",64.95,51.0,46.88
"(4, 'relu', 261, 81)",67.01,49.5,46.88
"(4, 'relu', 261, 91)",70.1,48.0,46.88
"(4, 'relu', 271, 1)",64.95,14.0,0.0
"(4, 'relu', 271, 11)",67.01,49.5,46.88
"(4, 'relu', 271, 21)",62.89,52.0,46.88
"(4, 'relu', 271, 31)",65.98,50.5,46.88
"(4, 'relu', 271, 41)",70.1,49.0,46.88
"(4, 'relu', 271, 51)",67.01,50.5,46.88
"(4, 'relu', 271, 61)",63.92,50.0,46.88
"(4, 'relu', 271, 71)",74.23,31.0,0.0
"(4, 'relu', 271, 81)",68.04,33.0,0.0
"(4, 'relu', 271, 91)",64.95,50.5,46.88
"(4, 'relu', 281, 21)",65.98,51.0,46.88
"(4, 'relu', 281, 31)",69.07,46.0,46.88
"(4, 'relu', 281, 41)",63.92,49.5,46.88
"(4, 'relu', 281, 51)",67.01,49.0,46.88
"(4, 'relu', 281, 61)",65.98,50.5,46.88
"(4, 'relu', 281, 71)",63.92,50.5,46.88
"(4, 'relu', 281, 81)",63.92,51.5,46.88
"(4, 'relu', 281, 91)",67.01,50.0,46.88
"(4, 'relu', 291, 1)",100.0,-1.0,-1.0
"(4, 'relu', 291, 21)",70.1,45.0,46.88
"(4, 'relu', 291, 31)",67.01,50.5,46.88
"(4, 'relu', 291, 41)",68.04,46.5,46.88
"(4, 'relu', 291, 51)",64.95,50.0,46.88
"(4, 'relu', 291, 61)",64.95,51.0,46.88
"(4, 'relu', 291, 71)",65.98,34.0,0.0
"(4, 'relu', 291, 81)",78.35,42.0,46.88
"(4, 'relu', 291, 91)",67.01,49.0,46.88
"(4, 'linear', 1, 1)",78.35,37.5,28.12
"(4, 'linear', 1, 11)",76.29,42.0,25.0
"(4, 'linear', 1, 21)",69.07,51.0,37.5
"(4, 'linear', 1, 31)",65.98,56.5,40.62
"(4, 'linear', 1, 41)",74.23,49.0,37.5
"(4, 'linear', 1, 51)",73.2,49.0,37.5
"(4, 'linear', 1, 71)",71.13,47.5,34.38
"(4, 'linear', 1, 81)",70.1,46.0,28.12
"(4, 'linear', 11, 11)",76.29,48.0,37.5
"(4, 'linear', 11, 21)",72.16,52.5,43.75
"(4, 'linear', 11, 31)",73.2,50.5,37.5
"(4, 'linear', 11, 41)",72.16,48.5,37.5
"(4, 'linear', 11, 51)",74.23,46.0,37.5
"(4, 'linear', 11, 61)",80.41,42.0,28.12
"(4, 'linear', 11, 71)",61.86,54.0,46.88
"(4, 'linear', 11, 91)",70.1,50.5,40.62
"(4, 'linear', 21, 1)",77.32,39.5,21.88
"(4, 'linear', 21, 11)",71.13,48.5,46.88
"(4, 'linear', 21, 21)",72.16,51.0,37.5
"(4, 'linear', 21, 31)",67.01,53.0,46.88
"(4, 'linear', 21, 41)",72.16,49.5,37.5
"(4, 'linear', 21, 51)",65.98,54.5,46.88
"(4, 'linear', 21, 61)",61.86,53.5,46.88
"(4, 'linear', 21, 71)",72.16,50.0,37.5
"(4, 'linear', 21, 81)",65.98,52.0,46.88
"(4, 'linear', 21, 91)",69.07,50.5,46.88
"(4, 'linear', 31, 1)",76.29,45.5,37.5
"(4, 'linear', 31, 11)",67.01,51.0,46.88
"(4, 'linear', 31, 21)",67.01,51.5,46.88
"(4, 'linear', 31, 31)",65.98,52.0,46.88
"(4, 'linear', 31, 41)",63.92,54.5,46.88
"(4, 'linear', 31, 51)",70.1,48.5,37.5
"(4, 'linear', 31, 61)",65.98,51.5,46.88
"(4, 'linear', 31, 71)",62.89,51.5,46.88
"(4, 'linear', 31, 81)",65.98,52.5,46.88
"(4, 'linear', 31, 91)",73.2,52.5,40.62
"(4, 'linear', 41, 1)",71.13,53.5,43.75
"(4, 'linear', 41, 11)",62.89,54.5,46.88
"(4, 'linear', 41, 21)",65.98,52.0,46.88
"(4, 'linear', 41, 31)",63.92,54.5,46.88
"(4, 'linear', 41, 41)",65.98,51.5,46.88
"(4, 'linear', 41, 51)",67.01,50.0,46.88
"(4, 'linear', 41, 61)",63.92,52.5,46.88
"(4, 'linear', 41, 71)",65.98,51.0,46.88
"(4, 'linear', 41, 81)",65.98,51.0,46.88
"(4, 'linear', 41, 91)",65.98,51.0,46.88
"(4, 'linear', 51, 1)",61.86,54.0,53.12
"(4, 'linear', 51, 11)",64.95,53.5,46.88
"(4, 'linear', 51, 21)",65.98,51.0,46.88
"(4, 'linear', 51, 31)",67.01,51.0,46.88
"(4, 'linear', 51, 41)",65.98,51.5,46.88
"(4, 'linear', 51, 51)",67.01,52.5,46.88
"(4, 'linear', 51, 61)",64.95,51.5,46.88
"(4, 'linear', 51, 71)",63.92,51.5,46.88
"(4, 'linear', 51, 81)",65.98,50.5,46.88
"(4, 'linear', 51, 91)",65.98,50.5,46.88
"(4, 'linear', 61, 1)",72.16,51.0,37.5
"(4, 'linear', 61, 11)",67.01,49.5,46.88
"(4, 'linear', 61, 21)",67.01,50.0,46.88
"(4, 'linear', 61, 31)",63.92,52.0,46.88
"(4, 'linear', 61, 41)",64.95,52.5,46.88
"(4, 'linear', 61, 51)",63.92,52.0,46.88
"(4, 'linear', 61, 61)",64.95,51.0,46.88
"(4, 'linear', 61, 71)",67.01,51.5,46.88
"(4, 'linear', 61, 81)",67.01,52.5,46.88
"(4, 'linear', 61, 91)",65.98,51.5,46.88
"(4, 'linear', 71, 1)",64.95,52.5,43.75
"(4, 'linear', 71, 11)",62.89,54.0,46.88
"(4, 'linear', 71, 21)",65.98,50.5,46.88
"(4, 'linear', 71, 31)",64.95,51.5,46.88
"(4, 'linear', 71, 41)",65.98,51.5,46.88
"(4, 'linear', 71, 51)",61.86,57.5,46.88
"(4, 'linear', 71, 61)",62.89,51.5,46.88
"(4, 'linear', 71, 71)",65.98,54.5,46.88
"(4, 'linear', 71, 81)",65.98,50.5,46.88
"(4, 'linear', 71, 91)",63.92,51.0,46.88
"(4, 'linear', 81, 1)",72.16,53.0,40.62
"(4, 'linear', 81, 11)",67.01,49.5,46.88
"(4, 'linear', 81, 21)",67.01,51.0,46.88
"(4, 'linear', 81, 31)",67.01,50.5,46.88
"(4, 'linear', 81, 41)",65.98,51.0,46.88
"(4, 'linear', 81, 51)",63.92,51.5,46.88
"(4, 'linear', 81, 61)",67.01,51.5,46.88
"(4, 'linear', 81, 71)",63.92,52.5,46.88
"(4, 'linear', 81, 81)",64.95,50.5,46.88
"(4, 'linear', 81, 91)",62.89,51.5,46.88
"(4, 'linear', 91, 1)",65.98,50.0,46.88
"(4, 'linear', 91, 11)",67.01,51.0,46.88
"(4, 'linear', 91, 21)",64.95,50.5,46.88
"(4, 'linear', 91, 31)",67.01,50.0,46.88
"(4, 'linear', 91, 41)",65.98,52.0,46.88
"(4, 'linear', 91, 51)",65.98,51.5,46.88
"(4, 'linear', 91, 61)",62.89,50.5,46.88
"(4, 'linear', 91, 71)",62.89,51.0,46.88
"(4, 'linear', 91, 81)",67.01,52.0,46.88
"(4, 'linear', 91, 91)",64.95,50.0,46.88
"(4, 'linear', 101, 1)",75.26,46.0,40.62
"(4, 'linear', 101, 11)",64.95,54.0,46.88
"(4, 'linear', 101, 21)",68.04,51.0,46.88
"(4, 'linear', 101, 31)",65.98,50.5,46.88
"(4, 'linear', 101, 41)",64.95,52.5,46.88
"(4, 'linear', 101, 51)",65.98,50.5,46.88
"(4, 'linear', 101, 61)",64.95,51.5,46.88
"(4, 'linear', 101, 71)",70.1,48.0,46.88
"(4, 'linear', 101, 81)",64.95,51.5,46.88
"(4, 'linear', 101, 91)",65.98,51.0,46.88
"(4, 'linear', 111, 1)",75.26,50.0,37.5
"(4, 'linear', 111, 11)",67.01,51.0,46.88
"(4, 'linear', 111, 21)",65.98,51.5,46.88
"(4, 'linear', 111, 31)",65.98,51.0,46.88
"(4, 'linear', 111, 41)",65.98,51.0,46.88
"(4, 'linear', 111, 51)",64.95,52.5,46.88
"(4, 'linear', 111, 61)",65.98,52.0,46.88
"(4, 'linear', 111, 71)",65.98,51.5,46.88
"(4, 'linear', 111, 81)",64.95,51.0,46.88
"(4, 'linear', 111, 91)",63.92,51.0,46.88
"(4, 'linear', 121, 1)",62.89,54.0,46.88
"(4, 'linear', 121, 11)",67.01,50.0,46.88
"(4, 'linear', 121, 21)",67.01,51.5,46.88
